firstName,lastName,email,phone,companyName,status,leadSource,industry,annualRevenue,numberOfEmployees,street,city,state,zipCode,country
Stephen,Smith,portererik@example.org,001-433-456-2224x342,"Johnson, Stewart and Schaefer",Qualified,Referral,Technology,6473744,998,21448 Bradley Bypass Suite 950,South Joshuaberg,Ohio,12992,Samoa
Patricia,Meyers,andrealvarez@example.net,001-354-375-0628,"Riddle, Hebert and Cain",Contacted,Advertisement,Healthcare,8062471,129,908 James Ramp,Moorechester,Oregon,38867,Turkey
Tina,Moore,barreraadrian@example.org,(283)249-7130x0059,Ward-Freeman,Converted,Email Campaign,Education,2872062,184,7493 Cory Spurs Suite 037,Moodyport,Nebraska,58790,Australia
Toni,Ali,qchristensen@example.org,(490)894-4738x949,Dunn-Wise,Qualified,Email Campaign,Retail,4936253,510,6158 Ryan Brooks Apt. 514,New Katherinetown,South Carolina,93456,Bangladesh
Kevin,Frey,garrisonwilliam@example.org,706.353.6805x0645,Mcdowell-Andrade,Contacted,Email Campaign,Technology,7836138,582,010 Richardson Flat,Katherineville,Arkansas,52582,Central African Republic
Matthew,Mitchell,bradymccoy@example.com,924-732-2365x12160,"Ramirez, Stewart and Rodriguez",Contacted,Advertisement,Technology,5936465,262,172 Andrew Lodge,Port Kevinland,Alaska,49594,Saint Lucia
Brandon,Warren,bryan@example.org,+1-907-720-0603x7640,Walker-Mcneil,Qualified,Social Media,Technology,6775183,13,7680 Thornton Alley,Lake Veronicaburgh,South Carolina,3438,Aruba
Heather,Walters,rangeljoshua@example.org,946.391.5098,Reeves-Hammond,Qualified,Referral,Healthcare,322903,388,4658 David Path Suite 086,West Mollystad,Delaware,15738,United Arab Emirates
Michael,Smith,lindakim@example.org,844.222.8864x24957,Medina PLC,Contacted,Advertisement,Finance,2869510,487,4052 Collin Hill,North Scottmouth,Florida,58989,Egypt
Rhonda,Martin,lkey@example.org,001-324-467-2534,Orr-Martin,Contacted,Referral,Retail,8034440,684,7327 Nelson Key,Jonesshire,Maryland,22396,Finland
Jean,Mendoza,joycewoods@example.com,+1-813-222-1072x019,Barnes-Mendoza,Qualified,Referral,Retail,4865726,315,6486 Douglas Road,Scottstad,Louisiana,25449,Georgia
Toni,Nelson,olivermichael@example.net,447-313-3876,Trujillo Group,Lost,Web,Finance,8925586,272,863 Walker Squares Suite 819,New Carrie,North Dakota,38780,Benin
Tony,Anderson,webbmary@example.com,001-968-201-5071x0046,"Caldwell, Lee and Navarro",Contacted,Web,Retail,3824066,59,7725 Benjamin Road Suite 375,North Michaelton,West Virginia,15007,Finland
Alan,Russell,christopher40@example.org,7233875498,"Fields, Perez and Hamilton",New,Social Media,Retail,597010,699,3850 Griffith Locks,Michaeltown,California,13564,Gambia
Heather,Jenkins,terrykenneth@example.com,533-340-3221,"Foster, Jackson and Calderon",Lost,Referral,Technology,5318712,479,1263 Dawn Meadow,Jessicaborough,California,99411,Croatia
Jacqueline,Miller,stephen34@example.com,432-791-6726,Robinson-Cline,Lost,Web,Technology,6222261,107,050 Erin Meadow,North Ashleychester,Colorado,7640,Gibraltar
Susan,Wallace,bruce88@example.com,731.776.6214,"Sawyer, Chavez and Collins",Converted,Web,Technology,3079845,914,3731 Stewart Expressway Apt. 603,Lake Robert,West Virginia,12605,Sao Tome and Principe
Kevin,Colon,zacharymorrison@example.org,622-211-0148,"Jenkins, Baxter and Willis",Converted,Social Media,Healthcare,8747242,944,4158 Barton Coves Apt. 080,East Tracybury,Illinois,53354,Germany
Cynthia,Stuart,brittany63@example.org,255-289-5252x5467,Mora-Bradley,New,Web,Retail,2271600,124,56410 Edward Branch Apt. 356,Port Jeremy,Massachusetts,56519,Macao
Michelle,Sanders,hillkevin@example.org,(903)465-8947,Trevino-Key,Qualified,Referral,Education,5766139,189,1095 John Street,Lake Kathryn,North Carolina,25214,Cuba
Timothy,Hutchinson,carneyheather@example.com,+1-692-942-9766x2229,"Chavez, Underwood and Silva",Qualified,Referral,Technology,3036200,581,1411 Guerra Summit Suite 450,West Diana,Rhode Island,22485,Pakistan
Shane,Hogan,laurieevans@example.com,(912)616-7727,"Love, Moss and Morrison",Qualified,Referral,Finance,5428274,297,586 Elizabeth Garden Apt. 700,New Michelle,Vermont,23142,Norfolk Island
Jason,Gilbert,schmidtjames@example.org,741.501.7404,"Simmons, Andrews and Daniels",Qualified,Email Campaign,Education,303224,804,595 Hunt Drive,Lake Chelsea,Michigan,57322,Israel
Zachary,Smith,cstevens@example.org,001-301-740-9390x8056,Rodriguez Ltd,Lost,Social Media,Finance,6183787,562,13123 Kristin Shores,Harryfurt,Texas,81488,Angola
Courtney,Hudson,kevinmorris@example.org,953.264.8338x054,"Blankenship, King and Robinson",New,Email Campaign,Finance,309367,953,728 Charles Square Apt. 052,Christianside,Kansas,72445,Iran
Brian,Andrews,pvance@example.com,423-826-3056,Parker LLC,Lost,Social Media,Technology,2243733,167,5020 Nicholson Mountain Apt. 119,Lake Dorothy,Wyoming,40360,Ethiopia
Louis,Ballard,troy07@example.org,827-920-7780x39535,"Lamb, Martinez and James",Lost,Social Media,Education,539576,845,286 David Causeway Apt. 804,North Jesus,Arkansas,55043,Liechtenstein
Diane,Roberts,ramireznathan@example.com,001-459-395-7263,Silva-Henry,New,Email Campaign,Finance,6858632,898,20751 Stevenson Cape Suite 011,Michaelview,New Mexico,80029,Sao Tome and Principe
Luke,Brooks,vwilliams@example.org,+1-467-435-1017x80032,Barajas Ltd,New,Advertisement,Education,3463480,284,64157 Sabrina Via,Davidland,Alabama,90438,Malaysia
Stephen,Frederick,adamdavis@example.net,+1-316-467-9502x597,Walker-Long,Qualified,Social Media,Technology,3208466,95,118 Donald Trail,East Bridgetstad,Virginia,70570,Lesotho
Noah,Jensen,ujohnson@example.net,560-399-7040,"Mccoy, Ruiz and Torres",Converted,Web,Retail,8972175,533,11851 Tyler Manors Suite 468,West Rickeyville,New York,32037,Saint Kitts and Nevis
David,Cuevas,darrelllopez@example.net,+1-281-628-6280x019,Campbell-Moore,Qualified,Referral,Healthcare,3420252,467,96844 Johns Overpass,East Kennethmouth,Mississippi,55291,Turkmenistan
Toni,May,quinnmichael@example.net,556.214.0864x20979,Reid-David,Contacted,Referral,Healthcare,4126835,713,907 Williams Mews Suite 036,West Jonathanburgh,Virginia,32058,Portugal
Chelsea,Taylor,nancy86@example.org,+1-674-408-7984x7590,"Valencia, Kelly and Davis",Contacted,Email Campaign,Technology,889037,470,675 Howard Pines Apt. 397,Lanebury,Iowa,39952,Philippines
Jeffrey,Hutchinson,williamwilliams@example.net,800.806.6100x659,"Kennedy, Hanson and Singleton",New,Social Media,Retail,1381131,374,85333 Butler Island,Hansonfort,Alabama,98122,Gibraltar
Don,Rogers,hcaldwell@example.net,4026626471,"Compton, Cruz and Nelson",Converted,Web,Technology,4079002,756,8067 David Trail Apt. 973,East Jacob,Connecticut,98787,Finland
Ronald,Carlson,gilbertjames@example.com,001-280-551-2233x73499,"Wagner, Daniels and Rodriguez",Contacted,Web,Retail,8369071,784,6306 King Views Suite 311,Mitchellbury,New Mexico,16215,Congo
Amy,Walton,williamslisa@example.com,276-750-6879,Silva PLC,Qualified,Web,Education,5918624,998,164 John Passage Suite 143,Blakeburgh,Pennsylvania,82691,Tunisia
James,Johnson,thomas59@example.org,001-414-413-4825x059,"Kaufman, Huang and Williams",Lost,Web,Education,9255483,14,648 Townsend Court,New Glenn,Texas,76309,Guinea-Bissau
Ryan,Lynch,swhite@example.net,001-872-560-8534x582,Perez Inc,Qualified,Email Campaign,Finance,7077876,341,61876 Lisa Park,Floydberg,New Hampshire,1350,Sierra Leone
Lauren,Wolf,wrightkenneth@example.com,334-661-1280x67125,Perry LLC,Converted,Web,Finance,109586,535,92382 Larson Divide Apt. 515,New Logan,New Hampshire,23742,Sri Lanka
Robert,Richardson,mcdonaldkevin@example.net,418-469-8135,"Simmons, Morris and Ortiz",Qualified,Email Campaign,Healthcare,3603007,289,424 Karen Ports Apt. 420,Riosland,Oregon,39041,French Polynesia
Lindsay,Turner,pvelasquez@example.net,(998)843-0931,Ray Group,Lost,Referral,Retail,6310167,547,6955 Rebecca Underpass,Amandaton,Utah,41774,Netherlands
Mariah,Wood,donaldvargas@example.com,001-320-810-3313,"Mckay, Cunningham and Dixon",Contacted,Web,Healthcare,3369304,735,26803 Allison Burgs,Danielview,Minnesota,62953,Japan
Jessica,Garcia,amylee@example.org,254-543-1952,"Brown, Miller and Brock",Qualified,Email Campaign,Finance,5856816,838,27210 Black Port Suite 166,New Walter,West Virginia,50069,Senegal
John,Martinez,millerdeborah@example.com,852.874.6280x82171,Potter LLC,Lost,Advertisement,Retail,8661279,651,64335 Cheryl Cliff,Port Sarahville,Iowa,87963,Suriname
Danny,Whitney,awells@example.com,(936)545-4395,"Conner, Martin and Elliott",New,Referral,Technology,3981811,299,4786 Davis Spur,Port Kevinburgh,Pennsylvania,71792,South Africa
Brianna,Nunez,davidchen@example.net,(294)896-6554x2932,Sawyer LLC,Qualified,Social Media,Healthcare,413506,560,085 Peter Lane Suite 380,Lake Amber,Alaska,21829,Liechtenstein
Jennifer,Wallace,debra48@example.org,(294)814-7735x6237,Nguyen-Fletcher,Converted,Web,Retail,5473681,869,6900 Underwood Rapid,New Carolmouth,Texas,41309,Uzbekistan
Lawrence,Carter,andrew51@example.org,381.522.8440x2398,Martinez-Simmons,Converted,Referral,Retail,2769105,929,233 Fischer Light,Davidborough,Florida,26202,Puerto Rico
Heather,Morris,mary97@example.net,001-252-838-5520x41824,Flores Ltd,Qualified,Web,Finance,2774415,616,33431 Timothy Brooks Suite 228,South Derek,Indiana,77289,Greece
Angel,Johnson,parkeredward@example.net,836-628-4323x0570,"Ferguson, Payne and Woods",New,Referral,Finance,1797859,671,8517 Adrian Plains Suite 062,Jasminmouth,Montana,60884,Saint Pierre and Miquelon
Michael,Crosby,christopherbaker@example.net,(303)245-2862,"Jones, Rivers and Wallace",New,Web,Education,8042837,529,889 Turner Branch,South Charlesburgh,Alabama,59142,Saint Vincent and the Grenadines
Karen,Williams,michellemartin@example.org,(310)788-7490,Frazier Group,Contacted,Advertisement,Retail,4419958,626,352 Catherine Unions,East Susan,West Virginia,44320,Guam
Jacqueline,Pearson,dbrown@example.net,833.997.2847x63299,Hunter-Simpson,Contacted,Advertisement,Healthcare,5995970,763,70004 Michael Plains Suite 089,Luisburgh,Alaska,61933,United Kingdom
Jeremy,Murphy,stevensjesse@example.org,2618945528,Anderson-Chase,New,Social Media,Education,1542851,284,83643 Kelly Square Suite 389,Port Andrewchester,California,39121,Saint Martin
Andrew,Osborne,samanthacampbell@example.org,+1-361-933-9536x56912,"Little, Lopez and Bowen",Converted,Advertisement,Education,9165772,449,87956 Larson Point Suite 153,East Duanefort,Montana,68087,Taiwan
Nicole,Jones,valerieramos@example.com,476-698-1941x6474,"Dixon, Taylor and Lee",Converted,Email Campaign,Technology,3555900,53,7250 Walker Drive Apt. 062,Morenotown,Arizona,29165,Yemen
Erin,Phelps,christopherbell@example.net,2868276107,"Huff, Bean and Chang",Converted,Referral,Technology,4505635,112,9143 Gonzalez Squares Apt. 182,East Kaylachester,North Carolina,25389,Svalbard & Jan Mayen Islands
Mindy,Mendoza,kathryn32@example.net,001-475-665-5557x547,Torres-Smith,Qualified,Email Campaign,Healthcare,5380854,877,680 Alan Ports,Emmamouth,Virginia,15174,British Indian Ocean Territory (Chagos Archipelago)
Colleen,Bradshaw,chill@example.org,(816)487-0516x350,"Gomez, Walker and Zimmerman",Contacted,Email Campaign,Retail,5406867,279,757 Reyes Key Apt. 795,Colemantown,Montana,23574,Gibraltar
Brett,Cannon,lawrence38@example.net,6308119188,"Wood, Pitts and Waller",Contacted,Web,Technology,7261044,908,7794 Jane Causeway,South Jennifer,North Dakota,46949,Cyprus
Cody,Pierce,sleach@example.net,715-857-0158x15068,"Terry, Smith and Williams",Lost,Advertisement,Retail,7932324,786,3065 Coffey Meadows,West Jerryside,Utah,62511,Myanmar
Susan,Jacobs,holmeserica@example.org,(275)440-3507,Walker LLC,Converted,Email Campaign,Education,7612210,281,92284 Robert Lodge,Patrickshire,Colorado,75228,Jamaica
David,Bond,marc40@example.net,988-548-1074x835,Lewis and Sons,Contacted,Social Media,Retail,4035095,625,780 Todd Meadows Apt. 406,New Alexis,Delaware,43222,Peru
Jessica,Jones,owenbrandon@example.net,422.951.1192,"Ewing, Robbins and Mcdonald",Converted,Web,Retail,9087184,745,83118 Nicole Valleys,Anthonyton,Georgia,61014,Wallis and Futuna
Allison,Wright,danielbarajas@example.com,473.949.9931x7200,"Warner, King and Parker",New,Referral,Retail,7105841,160,192 Smith Forges Apt. 145,West Jodi,Kentucky,9236,Paraguay
April,Johns,perezrichard@example.net,(689)694-7577,Clay-Shaffer,Qualified,Email Campaign,Healthcare,7561321,872,79689 Angela Spur,Gutierreztown,Nebraska,84539,Montserrat
Kristen,Schneider,jellis@example.com,001-223-557-3367x33371,Ferguson and Sons,Converted,Referral,Education,8302831,276,699 Leslie Mountain,Port Michaelburgh,Washington,27456,Mayotte
Cynthia,Archer,doris17@example.net,455-415-4793,Watson PLC,Qualified,Email Campaign,Finance,7648160,693,991 Matthew Manor Apt. 237,Jeremyhaven,West Virginia,74337,Faroe Islands
Robert,Anderson,jenniferlewis@example.net,(996)349-8460x792,Hansen LLC,Contacted,Web,Technology,8675879,930,3856 Jessica Viaduct,Port Lindsay,Montana,53443,Saint Kitts and Nevis
Daniel,Kemp,dakotalewis@example.net,385.247.7263,"Johnson, Cook and Jones",New,Referral,Technology,8569774,854,20261 Walls Ford Suite 761,Jacquelineview,New Mexico,26665,French Polynesia
Charles,Brown,watersgeorge@example.net,+1-344-734-1204x4621,Wiley LLC,New,Web,Finance,1545886,892,19261 Maria Mission Suite 105,Ashleeland,California,74656,Bosnia and Herzegovina
Robert,Smith,maloneheather@example.net,+1-781-575-0611x724,Smith Inc,Lost,Email Campaign,Technology,5633168,870,000 Wang Alley,Port Johnchester,Kansas,3580,Albania
Miguel,Green,juliejones@example.net,(473)845-0679,Owens Inc,Contacted,Referral,Education,4063967,375,2867 Walker Shores,South Seanview,Washington,62375,Sierra Leone
Donald,Taylor,rachelwilliams@example.net,423-344-2939x524,Wells-Johnson,New,Social Media,Technology,3904427,473,409 Morgan Light Suite 210,New Randy,Mississippi,66781,Taiwan
Stephen,Holloway,julievincent@example.com,6167895653,"Hayes, Mercer and Morris",Converted,Referral,Technology,8633625,168,4852 Stuart Corner Suite 043,Bateschester,Michigan,96200,United States Virgin Islands
Robert,Martinez,webbjennifer@example.com,611.879.2645x9073,Johnson-Suarez,Converted,Email Campaign,Education,167914,266,306 Gibbs Corners Suite 355,West Patricia,Iowa,74112,Guadeloupe
John,Davidson,eferguson@example.org,684.747.5689,Kennedy-Thompson,Lost,Web,Finance,2110278,360,964 Thomas Loaf,Browningville,Tennessee,19374,Philippines
Steven,Williams,richard31@example.net,001-918-317-0406x26925,Dominguez-Rush,Converted,Advertisement,Finance,8414365,914,049 Jaime Parks,Jonesberg,Ohio,56876,Cape Verde
Joshua,Silva,youngdenise@example.net,+1-938-709-6223x1897,Johnson-Johnson,Converted,Social Media,Education,2026417,223,65153 Hill Square,Markbury,Nevada,15654,Saint Pierre and Miquelon
Stephanie,Smith,ucarter@example.org,616-328-2862,"Castro, Morris and Chen",Qualified,Social Media,Finance,6426712,298,074 Ryan Burgs,Port Stephanie,West Virginia,6876,Luxembourg
Ashley,Smith,joshua06@example.net,001-904-714-4195x71243,"Herrera, Collins and Palmer",Qualified,Advertisement,Retail,3536008,563,3887 Wu Port,West Brandon,California,55003,Singapore
Amanda,Thomas,hancockjoseph@example.com,507-301-7690x666,"Lane, Moody and Dixon",New,Advertisement,Technology,5926891,295,7701 Jerry Forks Apt. 709,Maryfort,Minnesota,36307,Lesotho
Julia,Doyle,iburns@example.com,+1-851-523-8740x3302,Martinez-Jones,Lost,Social Media,Healthcare,5540627,529,9338 Day Highway,Johnnyton,Montana,10765,Iceland
Noah,Salazar,ilara@example.org,(379)430-1701x27084,Poole-Jensen,Qualified,Web,Finance,606489,971,97026 Brandon Ports Suite 021,North Robertshire,Delaware,62607,Albania
Teresa,Schultz,brian84@example.net,748.729.4933,Lopez PLC,Qualified,Advertisement,Technology,4174565,754,12429 Hodges Fall,Lake Daniel,Georgia,95730,Puerto Rico
Destiny,Johnson,katrina10@example.net,(379)918-2751x97816,"Davis, Barnes and Livingston",Converted,Advertisement,Finance,4137257,749,4593 Morgan Dale,Williamsside,New Jersey,33159,Mauritania
Bradley,Bush,ryan87@example.org,001-836-686-0727x80830,"Nelson, Mcintosh and Smith",Lost,Web,Education,4959091,912,316 Alicia Mountain,Lake Lisaport,Alaska,64266,Congo
Dustin,Lynch,clineadam@example.net,+1-892-845-1711x472,Long-Murphy,New,Advertisement,Education,1680449,462,844 Cathy Mount Suite 558,Johnville,Mississippi,91448,Bosnia and Herzegovina
Michele,Lee,garymann@example.com,630-875-4423,Hill PLC,Contacted,Advertisement,Technology,7996227,164,20671 Jennings Spring,Matthewport,Nebraska,37056,Bangladesh
Andre,Barrett,fnielsen@example.net,434.550.5787x066,"Diaz, Gardner and Morrow",Lost,Web,Retail,3980831,471,43738 Donald Gardens Apt. 002,Joshuatown,Wisconsin,71247,Jamaica
Mathew,Howard,mitchellshari@example.net,001-427-423-5007x61204,Leon and Sons,Qualified,Referral,Technology,5571533,389,943 Fischer Meadows Apt. 832,Jeremiahstad,Vermont,11091,Swaziland
Raven,Hart,brandon13@example.com,803-247-9142,Harris-Fuller,Contacted,Web,Education,8277363,682,01182 Julie Plains,East Christopherberg,Oregon,14342,Colombia
Debra,Bennett,qfisher@example.net,9372867165,Powers and Sons,Lost,Email Campaign,Retail,5839227,844,2826 Hopkins Cliff Suite 910,Johnton,Iowa,5341,North Macedonia
Robert,King,grahamanthony@example.org,+1-285-424-8469x32593,"Owens, Walters and King",Contacted,Email Campaign,Retail,9967427,604,843 Jennifer Plains Suite 715,Sharonville,Rhode Island,49332,Bolivia
Rachel,Nicholson,rbutler@example.org,001-868-610-7925x67672,Valencia-Parker,Lost,Web,Education,7280712,402,59920 Wright Forge Apt. 849,North Renee,Pennsylvania,83672,Portugal
Melanie,Kelly,robertwilkins@example.org,225.752.0171x38148,"Jacobs, Gaines and Jackson",Qualified,Advertisement,Finance,3031156,326,7839 Bruce Ports Apt. 881,Port Virginia,Louisiana,3594,Chad
Erica,Roberts,zhenson@example.org,(498)976-9700,"Lutz, Henry and Gamble",Lost,Email Campaign,Finance,7687494,376,2713 Ramirez Rue,Collinstad,New York,69746,Lao People's Democratic Republic
Danielle,Simmons,vmoore@example.org,889.755.6127,"Harper, Proctor and Alexander",Contacted,Social Media,Education,7753726,554,63751 Roy Lane,Port Tanya,Texas,48601,Barbados
Kendra,Solomon,carl29@example.org,812.301.2479x6281,"Ferguson, Garrett and Lewis",Lost,Email Campaign,Finance,7608687,46,428 Wade Mill,Heatherhaven,Georgia,19806,Syrian Arab Republic
Abigail,Gamble,sandra42@example.net,783-797-2055x779,Obrien-Howard,New,Social Media,Education,9154300,48,674 Roberts Skyway Apt. 026,Lake Isaac,New Jersey,53485,Mexico
Stephanie,Wheeler,longadam@example.net,001-390-624-9668x9517,Spears and Sons,Lost,Email Campaign,Healthcare,2024074,319,6157 Denise Place,West Donnaview,Alabama,90550,Kyrgyz Republic
Savannah,Gutierrez,sheryl75@example.com,(329)866-6955x13056,"Smith, Riley and Wolfe",Qualified,Social Media,Retail,2336342,642,583 Preston Islands Suite 703,West Melissa,North Carolina,94771,Brazil
Andre,Rojas,rodriguezjoseph@example.org,835.347.5094x351,Clarke-Hall,New,Social Media,Retail,4890925,540,6428 Sullivan Neck Apt. 285,Donnaborough,Texas,47689,Hong Kong
Karen,Baker,josephhall@example.com,+1-200-434-6122x86211,"Murphy, Ellis and Martinez",New,Referral,Finance,6235275,969,1123 Danielle Loaf Suite 254,Robertsonshire,Rhode Island,52226,Slovakia (Slovak Republic)
Robert,Colon,acook@example.net,323.251.9494x1644,Richardson-Palmer,Lost,Advertisement,Healthcare,4256469,290,239 Christopher Union Suite 661,Lake Joshuaborough,Oregon,58677,Turks and Caicos Islands
Erica,Evans,katherine73@example.net,349-524-1221,"Jackson, Perry and Hill",Lost,Advertisement,Finance,2452761,14,34916 Butler Spurs,South Jermaineshire,New Mexico,82082,Ecuador
Jessica,Johnson,rgibbs@example.com,(279)451-8334,Ford PLC,Contacted,Web,Healthcare,9948284,642,846 Patel Ferry Apt. 343,Michaelshire,Alaska,80869,Rwanda
Jodi,Hall,hhall@example.com,244.436.8036x011,"Ortiz, Ramos and Howell",Lost,Referral,Education,1250578,120,685 Mcfarland Walk,Port Pamela,Delaware,5028,Cayman Islands
Stephanie,Foster,luisproctor@example.net,(525)224-7966x133,Colon Inc,Qualified,Advertisement,Education,6714211,88,741 Williams Mountains Suite 503,Markstad,Minnesota,12120,Bermuda
Carol,Diaz,cameronjason@example.com,419-758-2255x850,Frost Inc,Lost,Social Media,Healthcare,6578933,43,455 Noble Ville Suite 964,Darrellview,Tennessee,29318,Bouvet Island (Bouvetoya)
Kenneth,Moore,lee84@example.org,001-519-327-5370x44121,Kim-Burke,Lost,Referral,Healthcare,8035429,263,9460 George Place Apt. 814,Lake Carmen,Vermont,64695,Fiji
Alexandra,Hall,tiffanyallen@example.com,620-783-0234,"Johnson, Arnold and Ward",New,Web,Retail,3130844,63,6943 Nguyen Plains,Josephmouth,Pennsylvania,79142,North Macedonia
Ruth,Dawson,yalexander@example.org,+1-210-716-2729x61669,Daniels and Sons,Qualified,Social Media,Finance,7557611,796,269 Karla Forks,New Amber,Colorado,8867,Aruba
Tyler,Carr,monica03@example.org,267-618-2102x6999,Marquez-Thomas,Converted,Advertisement,Healthcare,8431032,533,919 Karen Hills Apt. 036,Lake Brendaport,Arkansas,44279,Angola
Timothy,Mckinney,cmitchell@example.com,2649638191,"Mclean, Hicks and Bullock",New,Social Media,Technology,8570071,797,930 Wu Rue Suite 517,Triciastad,Alaska,22779,Cocos (Keeling) Islands
Stephanie,Cobb,preed@example.com,+1-938-842-3027x10973,Rodriguez Group,Qualified,Email Campaign,Education,469775,931,7258 Lopez Burg Suite 250,Weissmouth,Maryland,85302,Comoros
Sean,Patton,bryantdana@example.org,+1-948-338-2989x522,Fry PLC,Contacted,Advertisement,Finance,9310250,41,13300 Hines Ridge,Greenview,Connecticut,58216,Greenland
Wesley,Wolfe,freyjose@example.net,+1-640-918-8273x8199,Turner Group,Qualified,Web,Retail,1578328,261,26701 Brenda Pine,South Chad,Iowa,97273,Bosnia and Herzegovina
Nancy,Nguyen,ovilla@example.com,+1-930-397-2886x374,"Walsh, Hughes and Chavez",Contacted,Advertisement,Retail,6723620,9,486 Valerie Extensions,Adamsfurt,Florida,31872,Saint Vincent and the Grenadines
Brandy,Crawford,andersonrobin@example.net,(701)386-5169x72259,Rodriguez PLC,Lost,Referral,Finance,3458635,476,914 Mercado Drive Apt. 938,Kingside,Wisconsin,37117,Japan
Ray,Glenn,lamberttammy@example.net,001-695-483-5570x56921,"Robbins, Wilkins and Owen",Qualified,Social Media,Technology,4264012,768,3131 Daniel Stravenue,Torresborough,Iowa,38854,Liechtenstein
Courtney,Garrison,garrisonjustin@example.com,(402)574-4835,"Craig, Kelley and Davis",Contacted,Social Media,Technology,2273892,486,7632 Laura Cove Suite 159,Bellfurt,Vermont,73327,Mexico
Katherine,Robertson,wwhite@example.net,+1-900-416-7933x0248,Lewis Group,Contacted,Web,Finance,5566419,815,2718 Chase Islands Suite 637,South Calebfort,Kansas,57969,Libyan Arab Jamahiriya
Kenneth,Thomas,christopher91@example.com,425-573-8771x3392,Griffith-Palmer,Lost,Email Campaign,Education,1997519,825,1036 Douglas Ferry Apt. 174,West Markville,Georgia,5473,Malaysia
Christine,Shelton,yjensen@example.net,(487)705-4074x10612,Wong and Sons,Lost,Web,Healthcare,1368612,676,585 Fritz Walk,South Lawrence,Texas,6450,Tanzania
George,Nash,turnergwendolyn@example.net,502.295.7637x59776,Hull and Sons,Converted,Web,Education,2389397,343,44330 Amy Loop Apt. 705,East Johnton,New Jersey,92359,Guyana
Emily,Anderson,carrollshirley@example.org,001-834-801-6274x30997,Valenzuela LLC,New,Advertisement,Finance,6882579,957,197 Amy Mall,Sallyberg,Pennsylvania,24595,Uruguay
Alice,Henderson,browntony@example.net,(243)582-7777x7650,Hood-Wyatt,Lost,Email Campaign,Education,6939467,710,646 Reed Canyon,Lake Jason,Michigan,23009,Falkland Islands (Malvinas)
Amanda,Olson,patrickrivera@example.net,+1-494-389-0182x042,"Stone, Kelly and Luna",Lost,Advertisement,Education,2511576,314,395 John Park,South Amytown,Indiana,99477,South Georgia and the South Sandwich Islands
Stephanie,Hall,qburgess@example.org,527-309-4789x7862,Winters-Daniels,Converted,Advertisement,Retail,3204904,346,7980 William River,New Valerie,Utah,40896,Cayman Islands
Donna,Weber,cochranlawrence@example.org,001-368-948-4059,"Shepard, Russell and Schmidt",New,Referral,Retail,2905410,85,08977 Priscilla Island Apt. 462,Billyfort,Pennsylvania,22611,Switzerland
David,Greene,jacksonroberta@example.net,485.895.7619x511,Ramirez-Townsend,Lost,Social Media,Education,6418497,930,09665 Hernandez Falls Apt. 691,Bryanview,South Dakota,81081,Chad
David,Mendoza,wmeyer@example.com,001-527-685-2426x467,Stewart LLC,Qualified,Social Media,Finance,1583896,357,04781 Stephanie Path,Clarkeside,Kentucky,21128,Albania
Francisco,Logan,william97@example.net,(695)311-1638x42594,"Reed, Sexton and Miller",Converted,Advertisement,Retail,53591,996,8718 Michelle Heights,New Haroldfort,Rhode Island,38667,Lebanon
Bradley,Smith,jaredcrawford@example.com,001-483-912-5918,Chapman Group,New,Advertisement,Finance,2765540,80,6975 Kirk Lane Apt. 956,Smithtown,Missouri,24453,Tanzania
Elizabeth,Evans,amy05@example.net,(272)753-0620x2362,Howard Ltd,Converted,Web,Finance,9506867,111,9506 Chandler Place,Samanthaville,Wisconsin,79542,Ghana
Mitchell,Walker,collinssamantha@example.com,+1-483-823-7091x75404,Davis PLC,Qualified,Advertisement,Technology,9170872,767,7657 Randy Islands Suite 715,Port Theresaland,Colorado,77526,Mali
Andre,Miller,yfloyd@example.com,-3763,Flores Inc,New,Email Campaign,Technology,2270199,954,6501 Susan Hill,Barajasbury,Idaho,83532,Wallis and Futuna
Shawn,Nelson,brownrose@example.org,382.848.3895x7108,Murillo-Graham,Converted,Email Campaign,Healthcare,3699723,165,110 Williams Islands Suite 018,Kennedyland,New York,85310,Cyprus
Mark,Wright,tcarlson@example.com,265.209.2736,"King, Mcgrath and Hall",Qualified,Social Media,Finance,2175100,370,49004 Clayton Road Suite 326,Lake Lisamouth,Alaska,89796,Thailand
David,Perez,lopezbruce@example.com,490.870.0603x93572,Roberts-Lopez,Qualified,Advertisement,Technology,6142113,199,5945 Lynn Views,Johnstad,Washington,80911,Sao Tome and Principe
Douglas,Brown,ndavis@example.org,(433)340-6378,Villarreal-Young,Lost,Email Campaign,Technology,6067724,325,50928 Adams Views Suite 853,Mosstown,Maine,51600,Burundi
Laurie,Vega,uharris@example.org,9273829722,"Copeland, Miller and Odonnell",Contacted,Email Campaign,Retail,5722503,820,1886 Prince Estate Suite 843,West Sarahmouth,Alaska,9777,Burkina Faso
Sharon,Villanueva,simmonsjonathan@example.net,001-569-272-5288x431,Pugh LLC,Qualified,Web,Finance,2859719,115,87958 John Junction Apt. 066,Antoniochester,Virginia,91910,Samoa
Robin,Flores,kristaburgess@example.net,+1-276-483-0656x376,"Garrett, Sutton and Davis",Qualified,Advertisement,Healthcare,3017849,366,7344 Amber Pine,Markshire,Missouri,62697,Morocco
